"business_id","date","ViolationTypeID","risk_category","description"
850,"20140509",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
850,"20140509",103143,"Low Risk","Inadequate warewashing facilities or equipment"
850,"20140509",103120,"Moderate Risk","Moderate risk food holding temperature "
850,"20150113",103150,"Low Risk","Improper or defective plumbing"
850,"20150113",103114,"High Risk","High risk vermin infestation"
850,"20150113",103142,"Low Risk","Unclean nonfood contact surfaces"
850,"20150113",103120,"Moderate Risk","Moderate risk food holding temperature "
852,"20140410",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
852,"20140410",103103,"High Risk","High risk food holding temperature "
852,"20140410",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20140410",103114,"High Risk","High risk vermin infestation"
852,"20140410",103139,"Low Risk","Improper food storage"
852,"20140410",103142,"Low Risk","Unclean nonfood contact surfaces"
852,"20140410",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
852,"20140410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20140410",103133,"Moderate Risk","Foods not protected from contamination"
852,"20150324",103139,"Low Risk","Improper food storage"
852,"20150324",103133,"Moderate Risk","Foods not protected from contamination"
852,"20150324",103103,"High Risk","High risk food holding temperature "
852,"20150324",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20150324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20150324",103148,"Low Risk","No thermometers or uncalibrated thermometers "
852,"20150324",103105,"High Risk","Improper cooling methods"
852,"20130716",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20130716",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
852,"20130716",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20130716",103120,"Moderate Risk","Moderate risk food holding temperature "
852,"20130716",103139,"Low Risk","Improper food storage"
852,"20130716",103142,"Low Risk","Unclean nonfood contact surfaces"
854,"20140205",103131,"Moderate Risk","Moderate risk vermin infestation"
854,"20140205",103142,"Low Risk","Unclean nonfood contact surfaces"
854,"20140205",103150,"Low Risk","Improper or defective plumbing"
854,"20140205",103133,"Moderate Risk","Foods not protected from contamination"
854,"20140205",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
854,"20140903",103142,"Low Risk","Unclean nonfood contact surfaces"
854,"20140903",103107,"High Risk","Improper reheating of food"
854,"20140903",103145,"Low Risk","Improper storage of equipment utensils or linens"
854,"20140903",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
854,"20140903",103105,"High Risk","Improper cooling methods"
856,"20140109",103120,"Moderate Risk","Moderate risk food holding temperature "
856,"20140109",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
856,"20140729",103120,"Moderate Risk","Moderate risk food holding temperature "
856,"20130604",103145,"Low Risk","Improper storage of equipment utensils or linens"
856,"20130604",103118,"Moderate Risk","Employee eating or smoking"
856,"20151014",103103,"High Risk","High risk food holding temperature "
874,"20140425",103129,"Moderate Risk","Insufficient hot water or running water"
874,"20141226",103112,"High Risk","No hot water or running water"
874,"20141226",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
874,"20141226",103114,"High Risk","High risk vermin infestation"
874,"20130509",103147,"Low Risk","Inadequate ventilation or lighting"
874,"20130509",103133,"Moderate Risk","Foods not protected from contamination"
874,"20130509",103120,"Moderate Risk","Moderate risk food holding temperature "
874,"20130509",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
874,"20130509",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
874,"20131119",103120,"Moderate Risk","Moderate risk food holding temperature "
874,"20131119",103133,"Moderate Risk","Foods not protected from contamination"
874,"20131119",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
876,"20140218",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
876,"20140218",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
876,"20140218",103147,"Low Risk","Inadequate ventilation or lighting"
876,"20140902",103148,"Low Risk","No thermometers or uncalibrated thermometers "
876,"20140902",103142,"Low Risk","Unclean nonfood contact surfaces"
876,"20140902",103131,"Moderate Risk","Moderate risk vermin infestation"
876,"20130615",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
876,"20130615",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
876,"20130615",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
876,"20130615",103138,"Low Risk","Improper storage use or identification of toxic substances"
876,"20130615",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
876,"20130615",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
880,"20140812",103145,"Low Risk","Improper storage of equipment utensils or linens"
880,"20140812",103142,"Low Risk","Unclean nonfood contact surfaces"
880,"20140812",103139,"Low Risk","Improper food storage"
880,"20140812",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
880,"20140812",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
880,"20140812",103103,"High Risk","High risk food holding temperature "
880,"20140812",103156,"Low Risk","Permit license or inspection report not posted"
880,"20140812",103148,"Low Risk","No thermometers or uncalibrated thermometers "
880,"20140812",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20160309",103133,"Moderate Risk","Foods not protected from contamination"
884,"20160309",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
884,"20160309",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20160309",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20141006",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20141006",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20141006",103109,"High Risk","Unclean or unsanitary food contact surfaces"
884,"20131113",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
884,"20131113",103133,"Moderate Risk","Foods not protected from contamination"
884,"20151210",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20151210",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
884,"20151210",103133,"Moderate Risk","Foods not protected from contamination"
884,"20151210",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20151210",103156,"Low Risk","Permit license or inspection report not posted"
884,"20151210",103102,"High Risk","Unclean hands or improper use of gloves"
886,"20151120",103157,"Low Risk","Food safety certificate or food handler card not available"
886,"20151120",103142,"Low Risk","Unclean nonfood contact surfaces"
886,"20151120",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
891,"20150407",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
891,"20150407",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
891,"20150407",103139,"Low Risk","Improper food storage"
891,"20150407",103138,"Low Risk","Improper storage use or identification of toxic substances"
891,"20150407",103133,"Moderate Risk","Foods not protected from contamination"
891,"20150407",103131,"Moderate Risk","Moderate risk vermin infestation"
892,"20140514",103103,"High Risk","High risk food holding temperature "
892,"20140514",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
892,"20141121",103103,"High Risk","High risk food holding temperature "
892,"20141121",103105,"High Risk","Improper cooling methods"
892,"20130816",103107,"High Risk","Improper reheating of food"
902,"20140313",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20141002",103161,"Low Risk","Low risk vermin infestation"
902,"20141002",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20141002",103120,"Moderate Risk","Moderate risk food holding temperature "
902,"20130604",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
902,"20130604",103161,"Low Risk","Low risk vermin infestation"
902,"20150825",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
903,"20140221",103133,"Moderate Risk","Foods not protected from contamination"
903,"20140221",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
903,"20140221",103102,"High Risk","Unclean hands or improper use of gloves"
903,"20140221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20140221",103142,"Low Risk","Unclean nonfood contact surfaces"
903,"20140221",103139,"Low Risk","Improper food storage"
903,"20140221",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20150225",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20150225",103133,"Moderate Risk","Foods not protected from contamination"
903,"20150225",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20150225",103147,"Low Risk","Inadequate ventilation or lighting"
903,"20150225",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
903,"20130711",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
903,"20130711",103156,"Low Risk","Permit license or inspection report not posted"
903,"20130711",103139,"Low Risk","Improper food storage"
903,"20130711",103132,"Moderate Risk","Improper thawing methods "
903,"20130711",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
903,"20130711",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
903,"20130711",103103,"High Risk","High risk food holding temperature "
903,"20130711",103133,"Moderate Risk","Foods not protected from contamination"
903,"20130711",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
903,"20130711",103105,"High Risk","Improper cooling methods"
905,"20140825",103105,"High Risk","Improper cooling methods"
905,"20150903",103133,"Moderate Risk","Foods not protected from contamination"
905,"20150903",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
911,"20140227",103129,"Moderate Risk","Insufficient hot water or running water"
911,"20140227",103103,"High Risk","High risk food holding temperature "
911,"20140903",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
911,"20140903",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
911,"20150916",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
911,"20150916",103129,"Moderate Risk","Insufficient hot water or running water"
917,"20140430",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
917,"20140430",103150,"Low Risk","Improper or defective plumbing"
917,"20140430",103133,"Moderate Risk","Foods not protected from contamination"
917,"20140430",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
917,"20140430",103139,"Low Risk","Improper food storage"
917,"20131002",103109,"High Risk","Unclean or unsanitary food contact surfaces"
917,"20131002",103139,"Low Risk","Improper food storage"
917,"20131002",103150,"Low Risk","Improper or defective plumbing"
917,"20150814",103131,"Moderate Risk","Moderate risk vermin infestation"
919,"20160330",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
919,"20160330",103139,"Low Risk","Improper food storage"
919,"20160330",103133,"Moderate Risk","Foods not protected from contamination"
919,"20140311",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
919,"20140311",103120,"Moderate Risk","Moderate risk food holding temperature "
919,"20150209",103120,"Moderate Risk","Moderate risk food holding temperature "
919,"20150209",103143,"Low Risk","Inadequate warewashing facilities or equipment"
919,"20130425",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
919,"20130425",103145,"Low Risk","Improper storage of equipment utensils or linens"
919,"20130425",103109,"High Risk","Unclean or unsanitary food contact surfaces"
919,"20130829",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
920,"20140311",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
920,"20140311",103133,"Moderate Risk","Foods not protected from contamination"
920,"20140311",103145,"Low Risk","Improper storage of equipment utensils or linens"
920,"20130425",103133,"Moderate Risk","Foods not protected from contamination"
920,"20130425",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
920,"20130425",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
920,"20130829",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
920,"20130829",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
920,"20130829",103139,"Low Risk","Improper food storage"
921,"20140311",103142,"Low Risk","Unclean nonfood contact surfaces"
921,"20140311",103109,"High Risk","Unclean or unsanitary food contact surfaces"
921,"20140311",103150,"Low Risk","Improper or defective plumbing"
921,"20130425",103109,"High Risk","Unclean or unsanitary food contact surfaces"
921,"20130425",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
921,"20130425",103150,"Low Risk","Improper or defective plumbing"
921,"20130425",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
921,"20130829",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
929,"20140603",103120,"Moderate Risk","Moderate risk food holding temperature "
929,"20140603",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
929,"20140603",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
929,"20130604",103131,"Moderate Risk","Moderate risk vermin infestation"
929,"20130604",103145,"Low Risk","Improper storage of equipment utensils or linens"
929,"20130604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
929,"20130604",103132,"Moderate Risk","Improper thawing methods "
929,"20130604",103139,"Low Risk","Improper food storage"
935,"20140423",103103,"High Risk","High risk food holding temperature "
935,"20140423",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
935,"20150217",103132,"Moderate Risk","Improper thawing methods "
935,"20150217",103105,"High Risk","Improper cooling methods"
935,"20130917",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
935,"20130917",103142,"Low Risk","Unclean nonfood contact surfaces"
935,"20150928",103133,"Moderate Risk","Foods not protected from contamination"
935,"20150928",103102,"High Risk","Unclean hands or improper use of gloves"
935,"20150928",103132,"Moderate Risk","Improper thawing methods "
941,"20150226",103114,"High Risk","High risk vermin infestation"
941,"20150226",103138,"Low Risk","Improper storage use or identification of toxic substances"
941,"20130806",103133,"Moderate Risk","Foods not protected from contamination"
941,"20130806",103109,"High Risk","Unclean or unsanitary food contact surfaces"
941,"20130806",103142,"Low Risk","Unclean nonfood contact surfaces"
941,"20130806",103114,"High Risk","High risk vermin infestation"
943,"20140131",103145,"Low Risk","Improper storage of equipment utensils or linens"
943,"20140131",103142,"Low Risk","Unclean nonfood contact surfaces"
943,"20140131",103147,"Low Risk","Inadequate ventilation or lighting"
943,"20140131",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
943,"20140131",103133,"Moderate Risk","Foods not protected from contamination"
943,"20140514",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
943,"20140514",103129,"Moderate Risk","Insufficient hot water or running water"
943,"20140514",103135,"Low Risk","No person in charge of food facility"
943,"20140514",103142,"Low Risk","Unclean nonfood contact surfaces"
943,"20140514",103147,"Low Risk","Inadequate ventilation or lighting"
943,"20140514",103120,"Moderate Risk","Moderate risk food holding temperature "
943,"20150720",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
943,"20150720",103157,"Low Risk","Food safety certificate or food handler card not available"
943,"20150720",103120,"Moderate Risk","Moderate risk food holding temperature "
943,"20150720",103107,"High Risk","Improper reheating of food"
949,"20140612",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20141021",103161,"Low Risk","Low risk vermin infestation"
949,"20141021",103133,"Moderate Risk","Foods not protected from contamination"
949,"20141021",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
949,"20150708",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20140424",103142,"Low Risk","Unclean nonfood contact surfaces"
950,"20141201",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
950,"20141201",103133,"Moderate Risk","Foods not protected from contamination"
950,"20130422",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
951,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
951,"20140129",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
951,"20140129",103142,"Low Risk","Unclean nonfood contact surfaces"
951,"20130801",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
951,"20130801",103120,"Moderate Risk","Moderate risk food holding temperature "
951,"20130801",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
951,"20130801",103142,"Low Risk","Unclean nonfood contact surfaces"
951,"20130801",103143,"Low Risk","Inadequate warewashing facilities or equipment"
951,"20130801",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
951,"20150828",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
951,"20150828",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
951,"20150828",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
952,"20140623",103145,"Low Risk","Improper storage of equipment utensils or linens"
952,"20140623",103103,"High Risk","High risk food holding temperature "
952,"20130416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
952,"20130416",103156,"Low Risk","Permit license or inspection report not posted"
952,"20130416",103131,"Moderate Risk","Moderate risk vermin infestation"
952,"20130416",103139,"Low Risk","Improper food storage"
952,"20130416",103133,"Moderate Risk","Foods not protected from contamination"
952,"20131216",103105,"High Risk","Improper cooling methods"
952,"20131216",103131,"Moderate Risk","Moderate risk vermin infestation"
952,"20131216",103138,"Low Risk","Improper storage use or identification of toxic substances"
952,"20131216",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
961,"20140106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
961,"20140106",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
961,"20140106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20140529",103107,"High Risk","Improper reheating of food"
961,"20140529",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20140529",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20140529",103120,"Moderate Risk","Moderate risk food holding temperature "
961,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
961,"20141118",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20141118",103131,"Moderate Risk","Moderate risk vermin infestation"
961,"20141118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
961,"20130628",103109,"High Risk","Unclean or unsanitary food contact surfaces"
961,"20151030",103120,"Moderate Risk","Moderate risk food holding temperature "
961,"20151030",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
961,"20151030",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
966,"20140508",103165,"Low Risk","No plan review or Building Permit"
966,"20140508",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
966,"20140508",103161,"Low Risk","Low risk vermin infestation"
966,"20140508",103120,"Moderate Risk","Moderate risk food holding temperature "
966,"20140508",103133,"Moderate Risk","Foods not protected from contamination"
966,"20131001",103120,"Moderate Risk","Moderate risk food holding temperature "
966,"20131001",103161,"Low Risk","Low risk vermin infestation"
966,"20131001",103109,"High Risk","Unclean or unsanitary food contact surfaces"
966,"20131001",103133,"Moderate Risk","Foods not protected from contamination"
966,"20131001",103150,"Low Risk","Improper or defective plumbing"
968,"20140407",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
968,"20140407",103142,"Low Risk","Unclean nonfood contact surfaces"
968,"20140407",103139,"Low Risk","Improper food storage"
968,"20140902",103161,"Low Risk","Low risk vermin infestation"
968,"20140902",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
968,"20140902",103139,"Low Risk","Improper food storage"
968,"20140902",103120,"Moderate Risk","Moderate risk food holding temperature "
968,"20150324",103162,"Low Risk","Other low risk violation"
968,"20150324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
968,"20150324",103133,"Moderate Risk","Foods not protected from contamination"
968,"20150324",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
968,"20150324",103120,"Moderate Risk","Moderate risk food holding temperature "
968,"20150324",103139,"Low Risk","Improper food storage"
968,"20130409",103133,"Moderate Risk","Foods not protected from contamination"
968,"20130409",103156,"Low Risk","Permit license or inspection report not posted"
968,"20131008",103114,"High Risk","High risk vermin infestation"
968,"20131008",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
968,"20131008",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
968,"20131008",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
972,"20140212",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
972,"20140212",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
972,"20140212",103142,"Low Risk","Unclean nonfood contact surfaces"
972,"20140212",103114,"High Risk","High risk vermin infestation"
972,"20140212",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
972,"20140728",103103,"High Risk","High risk food holding temperature "
972,"20140728",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
972,"20140728",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
972,"20140728",103114,"High Risk","High risk vermin infestation"
972,"20140728",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
972,"20140728",103138,"Low Risk","Improper storage use or identification of toxic substances"
972,"20130718",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
972,"20130718",103109,"High Risk","Unclean or unsanitary food contact surfaces"
972,"20130722",103131,"Moderate Risk","Moderate risk vermin infestation"
984,"20140430",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
984,"20140430",103120,"Moderate Risk","Moderate risk food holding temperature "
984,"20140430",103161,"Low Risk","Low risk vermin infestation"
984,"20141103",103103,"High Risk","High risk food holding temperature "
984,"20141103",103161,"Low Risk","Low risk vermin infestation"
984,"20131024",103142,"Low Risk","Unclean nonfood contact surfaces"
984,"20131024",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
984,"20131024",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
985,"20140505",103109,"High Risk","Unclean or unsanitary food contact surfaces"
985,"20140505",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
985,"20140505",103133,"Moderate Risk","Foods not protected from contamination"
985,"20140505",103142,"Low Risk","Unclean nonfood contact surfaces"
985,"20140505",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
985,"20131024",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
985,"20131024",103102,"High Risk","Unclean hands or improper use of gloves"
985,"20131024",103109,"High Risk","Unclean or unsanitary food contact surfaces"
985,"20131024",103142,"Low Risk","Unclean nonfood contact surfaces"
985,"20131024",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
985,"20131024",103145,"Low Risk","Improper storage of equipment utensils or linens"
985,"20131024",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
993,"20150410",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
994,"20140520",103157,"Low Risk","Food safety certificate or food handler card not available"
994,"20141209",103157,"Low Risk","Food safety certificate or food handler card not available"
994,"20141209",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
994,"20141209",103150,"Low Risk","Improper or defective plumbing"
994,"20141209",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
994,"20130627",103103,"High Risk","High risk food holding temperature "
994,"20130627",103157,"Low Risk","Food safety certificate or food handler card not available"
994,"20131119",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
999,"20140205",103161,"Low Risk","Low risk vermin infestation"
999,"20150519",103139,"Low Risk","Improper food storage"
999,"20150519",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
999,"20150519",103157,"Low Risk","Food safety certificate or food handler card not available"
999,"20150519",103161,"Low Risk","Low risk vermin infestation"
999,"20130802",103139,"Low Risk","Improper food storage"
1000,"20140415",103108,"High Risk","Contaminated or adulterated food"
1000,"20140415",103105,"High Risk","Improper cooling methods"
1000,"20140415",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1000,"20140415",103103,"High Risk","High risk food holding temperature "
1000,"20150325",103132,"Moderate Risk","Improper thawing methods "
1000,"20150325",103161,"Low Risk","Low risk vermin infestation"
1000,"20150325",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1000,"20150325",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1000,"20150325",103133,"Moderate Risk","Foods not protected from contamination"
1000,"20150325",103103,"High Risk","High risk food holding temperature "
1000,"20130424",103138,"Low Risk","Improper storage use or identification of toxic substances"
1000,"20130424",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1000,"20130424",103105,"High Risk","Improper cooling methods"
1000,"20130424",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
1000,"20130424",103142,"Low Risk","Unclean nonfood contact surfaces"
1000,"20130424",103133,"Moderate Risk","Foods not protected from contamination"
1000,"20130424",103102,"High Risk","Unclean hands or improper use of gloves"
1000,"20130424",103109,"High Risk","Unclean or unsanitary food contact surfaces"
1000,"20130424",103131,"Moderate Risk","Moderate risk vermin infestation"
1000,"20130424",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
1000,"20130916",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1000,"20130916",103133,"Moderate Risk","Foods not protected from contamination"
1000,"20130916",103131,"Moderate Risk","Moderate risk vermin infestation"
1000,"20130916",103105,"High Risk","Improper cooling methods"
1000,"20130916",103103,"High Risk","High risk food holding temperature "
1000,"20130916",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1002,"20160217",103120,"Moderate Risk","Moderate risk food holding temperature "
1002,"20160217",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
1002,"20160217",103157,"Low Risk","Food safety certificate or food handler card not available"
1002,"20160217",103139,"Low Risk","Improper food storage"
1002,"20140402",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
1002,"20140402",103139,"Low Risk","Improper food storage"
1002,"20150126",103103,"High Risk","High risk food holding temperature "
1002,"20150126",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1002,"20150126",103161,"Low Risk","Low risk vermin infestation"
1002,"20130827",103114,"High Risk","High risk vermin infestation"
1002,"20130827",103103,"High Risk","High risk food holding temperature "
1002,"20130827",103145,"Low Risk","Improper storage of equipment utensils or linens"
1002,"20130827",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1003,"20140512",103161,"Low Risk","Low risk vermin infestation"
1003,"20140512",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1003,"20140512",103145,"Low Risk","Improper storage of equipment utensils or linens"
1003,"20150407",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1003,"20130430",103131,"Moderate Risk","Moderate risk vermin infestation"
1003,"20130430",103132,"Moderate Risk","Improper thawing methods "
1003,"20130430",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1003,"20130430",103145,"Low Risk","Improper storage of equipment utensils or linens"
1003,"20130430",103133,"Moderate Risk","Foods not protected from contamination"
1003,"20131002",103161,"Low Risk","Low risk vermin infestation"
1003,"20131002",103142,"Low Risk","Unclean nonfood contact surfaces"
1005,"20140303",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20140303",103147,"Low Risk","Inadequate ventilation or lighting"
1005,"20140303",103139,"Low Risk","Improper food storage"
1005,"20140303",103114,"High Risk","High risk vermin infestation"
1005,"20140303",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
1005,"20141114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20141114",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
1005,"20141114",103120,"Moderate Risk","Moderate risk food holding temperature "
1005,"20141114",103114,"High Risk","High risk vermin infestation"
1005,"20141114",103147,"Low Risk","Inadequate ventilation or lighting"
1005,"20130725",103131,"Moderate Risk","Moderate risk vermin infestation"
1005,"20130408",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
1005,"20130408",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
1005,"20130408",103142,"Low Risk","Unclean nonfood contact surfaces"
1005,"20130725",103120,"Moderate Risk","Moderate risk food holding temperature "
