"business_id","Score","date","type"
4846,92,"20140122","Routine - Unscheduled"
4846,90,"20130716","Routine - Unscheduled"
4849,84,"20160331","Routine - Unscheduled"
4849,98,"20150624","Routine - Unscheduled"
4849,94,"20141107","Routine - Unscheduled"
4849,96,"20140410","Routine - Unscheduled"
4849,96,"20131009","Routine - Unscheduled"
4850,,"20150122","Non-inspection site visit"
4850,100,"20141230","Routine - Unscheduled"
4850,96,"20140606","Routine - Unscheduled"
4850,96,"20131118","Routine - Unscheduled"
4850,94,"20130521","Routine - Unscheduled"
4859,,"20160113","Complaint Reinspection/Followup"
4859,,"20151105","Complaint Reinspection/Followup"
4859,,"20151023","Complaint"
4859,96,"20150723","Routine - Unscheduled"
4859,96,"20140609","Routine - Unscheduled"
4859,98,"20131025","Routine - Unscheduled"
4860,98,"20150129","Routine - Unscheduled"
4860,92,"20140702","Routine - Unscheduled"
4860,88,"20131211","Routine - Unscheduled"
4864,,"20150716","Reinspection/Followup"
4864,84,"20150520","Routine - Unscheduled"
4864,100,"20140325","Routine - Unscheduled"
4864,,"20140318","Non-inspection site visit"
4864,100,"20130926","Routine - Unscheduled"
4864,,"20130718","Complaint Reinspection/Followup"
4864,,"20130717","Reinspection/Followup"
4864,,"20130716","Complaint"
4868,,"20140930","Reinspection/Followup"
4868,87,"20140902","Routine - Unscheduled"
4868,,"20130923","Complaint"
4868,,"20130506","Reinspection/Followup"
4868,,"20130503","Reinspection/Followup"
4868,87,"20130502","Routine - Unscheduled"
4873,98,"20150306","Routine - Unscheduled"
4873,100,"20140305","Routine - Unscheduled"
4873,100,"20130723","Routine - Unscheduled"
4874,96,"20141029","Routine - Unscheduled"
4874,98,"20140210","Routine - Unscheduled"
4874,94,"20130716","Routine - Unscheduled"
4881,96,"20150120","Routine - Unscheduled"
4881,,"20130812","Reinspection/Followup"
4881,94,"20130805","Routine - Unscheduled"
4884,94,"20160120","Routine - Unscheduled"
4884,,"20160120","Complaint"
4884,92,"20150127","Routine - Unscheduled"
4884,,"20140312","Reinspection/Followup"
4884,93,"20140225","Routine - Unscheduled"
4884,,"20130724","Reinspection/Followup"
4884,89,"20130716","Routine - Unscheduled"
4892,92,"20150316","Routine - Unscheduled"
4892,100,"20140227","Routine - Unscheduled"
4893,98,"20140929","Routine - Unscheduled"
4893,98,"20130918","Routine - Unscheduled"
4894,94,"20150819","Routine - Unscheduled"
4894,96,"20140924","Routine - Unscheduled"
4894,,"20130925","Reinspection/Followup"
4894,94,"20130918","Routine - Unscheduled"
4896,98,"20150508","Routine - Unscheduled"
4896,,"20140410","Reinspection/Followup"
4896,90,"20140306","Routine - Unscheduled"
4896,,"20130510","Complaint"
4896,,"20130510","Complaint"
4896,,"20130503","Complaint"
4896,,"20130422","Complaint"
4896,98,"20130418","Routine - Unscheduled"
4896,,"20130418","Complaint"
4900,,"20150914","Reinspection/Followup"
4900,92,"20150824","Routine - Unscheduled"
4900,,"20140521","Complaint"
4900,100,"20140512","Routine - Unscheduled"
4900,96,"20131226","Routine - Unscheduled"
4905,,"20140930","Reinspection/Followup"
4905,92,"20140818","Routine - Unscheduled"
4906,96,"20150324","Routine - Unscheduled"
4906,98,"20140129","Routine - Unscheduled"
4906,100,"20130730","Routine - Unscheduled"
4907,,"20141029","Reinspection/Followup"
4907,77,"20141021","Routine - Unscheduled"
4907,82,"20140324","Routine - Unscheduled"
4907,,"20131105","Reinspection/Followup"
4907,77,"20131025","Routine - Unscheduled"
4914,92,"20160323","Routine - Unscheduled"
4914,,"20140527","Reinspection/Followup"
4914,78,"20140513","Routine - Unscheduled"
4914,82,"20130605","Routine - Unscheduled"
4917,,"20150210","Reinspection/Followup"
4917,70,"20150209","Routine - Unscheduled"
4917,,"20150209","Reinspection/Followup"
4917,90,"20140714","Routine - Unscheduled"
4917,,"20140129","Non-inspection site visit"
4917,83,"20130917","Routine - Unscheduled"
4917,92,"20130531","Routine - Unscheduled"
4920,94,"20160225","Routine - Unscheduled"
4920,91,"20150729","Routine - Unscheduled"
4920,94,"20140722","Routine - Unscheduled"
4920,,"20131227","Routine - Unscheduled"
4920,,"20130612","Reinspection/Followup"
4920,,"20130606","Routine - Unscheduled"
4922,94,"20151109","Routine - Unscheduled"
4922,89,"20140502","Routine - Unscheduled"
4922,96,"20131025","Routine - Unscheduled"
4923,,"20150619","Reinspection/Followup"
4923,,"20150605","Complaint"
4923,89,"20150209","Routine - Unscheduled"
4923,,"20150109","Reinspection/Followup"
4923,,"20140820","Reinspection/Followup"
4923,,"20140808","Reinspection/Followup"
4923,,"20140716","Non-inspection site visit"
4923,,"20140708","Reinspection/Followup"
4923,92,"20140617","Routine - Unscheduled"
4923,85,"20131106","Routine - Unscheduled"
4932,100,"20140414","Routine - Unscheduled"
4932,100,"20130819","Routine - Unscheduled"
4932,,"20130819","Reinspection/Followup"
4935,,"20160321","Reinspection/Followup"
4935,,"20160314","Reinspection/Followup"
4935,80,"20160301","Routine - Unscheduled"
4935,,"20150728","Complaint"
4935,,"20150225","Complaint Reinspection/Followup"
4935,,"20150129","Complaint"
4935,,"20150129","Complaint Reinspection/Followup"
4935,,"20150129","Complaint"
4935,,"20141205","Complaint"
4935,89,"20141203","Routine - Unscheduled"
4935,,"20140603","Reinspection/Followup"
4935,79,"20140411","Routine - Unscheduled"
4935,92,"20130712","Routine - Unscheduled"
4944,98,"20150317","Routine - Unscheduled"
4944,100,"20140625","Routine - Unscheduled"
4944,,"20140222","Reinspection/Followup"
4944,89,"20140221","Routine - Unscheduled"
4944,,"20130904","Reinspection/Followup"
4944,86,"20130828","Routine - Unscheduled"
4947,98,"20150209","Routine - Unscheduled"
4947,94,"20140703","Routine - Unscheduled"
4947,96,"20131227","Routine - Unscheduled"
4947,100,"20130613","Routine - Unscheduled"
4952,96,"20150824","Routine - Unscheduled"
4952,,"20150824","Complaint"
4952,,"20150225","Reinspection/Followup"
4952,96,"20150204","Routine - Unscheduled"
4952,100,"20140801","Routine - Unscheduled"
4952,100,"20140203","Routine - Unscheduled"
4952,100,"20130801","Routine - Unscheduled"
4953,98,"20160105","Routine - Unscheduled"
4953,,"20140506","Reinspection/Followup"
4953,93,"20140429","Routine - Unscheduled"
4953,100,"20131119","Routine - Unscheduled"
4953,100,"20130529","Routine - Unscheduled"
4957,88,"20150708","Routine - Unscheduled"
4957,,"20150508","Complaint"
4957,91,"20150209","Routine - Unscheduled"
4957,,"20140828","Reinspection/Followup"
4957,,"20140828","Complaint Reinspection/Followup"
4957,,"20140827","Complaint"
4957,87,"20140613","Routine - Unscheduled"
4957,,"20140613","Complaint"
4957,,"20131003","Reinspection/Followup"
4957,85,"20130924","Routine - Unscheduled"
4957,,"20130426","Complaint"
4959,90,"20160229","Routine - Unscheduled"
4959,92,"20150401","Routine - Unscheduled"
4959,94,"20140421","Routine - Unscheduled"
4959,,"20131004","Reinspection/Followup"
4959,,"20130926","Reinspection/Followup"
4959,85,"20130919","Routine - Unscheduled"
4959,,"20130521","Reinspection/Followup"
4959,77,"20130513","Routine - Unscheduled"
4960,,"20140731","Reinspection/Followup"
4960,90,"20140722","Routine - Unscheduled"
4960,81,"20131203","Routine - Unscheduled"
4963,,"20150619","Reinspection/Followup"
4963,80,"20150612","Routine - Unscheduled"
4963,,"20140610","Reinspection/Followup"
4963,81,"20140610","Routine - Unscheduled"
4963,,"20131106","Reinspection/Followup"
4963,,"20130916","Reinspection/Followup"
4963,96,"20130905","Routine - Unscheduled"
4978,,"20160330","Reinspection/Followup"
4978,92,"20160307","Routine - Unscheduled"
4978,94,"20140826","Routine - Unscheduled"
4978,94,"20140204","Routine - Unscheduled"
4978,,"20130725","Reinspection/Followup"
4978,,"20130717","Reinspection/Followup"
4978,88,"20130710","Routine - Unscheduled"
4982,90,"20140606","Routine - Unscheduled"
4982,94,"20131113","Routine - Unscheduled"
4982,90,"20130515","Routine - Unscheduled"
4983,86,"20150916","Routine - Unscheduled"
4983,92,"20140909","Routine - Unscheduled"
4983,,"20131008","Reinspection/Followup"
4983,90,"20130925","Routine - Unscheduled"
4985,96,"20150106","Routine - Unscheduled"
4985,93,"20140417","Routine - Unscheduled"
4985,98,"20131030","Routine - Unscheduled"
4986,,"20160324","Structural Inspection"
4986,82,"20160314","Routine - Unscheduled"
4986,,"20150310","Reinspection/Followup"
4986,,"20150224","New Construction"
4986,88,"20140709","Routine - Unscheduled"
4986,89,"20140123","Routine - Unscheduled"
4986,92,"20130709","Routine - Unscheduled"
4987,92,"20150521","Routine - Unscheduled"
4987,90,"20140331","Routine - Unscheduled"
4987,86,"20130611","Routine - Unscheduled"
4992,92,"20140613","Routine - Unscheduled"
4992,96,"20131230","Routine - Unscheduled"
4998,,"20150824","Non-inspection site visit"
4998,100,"20140204","Routine - Unscheduled"
4998,100,"20130730","Routine - Unscheduled"
4999,,"20160129","Complaint"
4999,100,"20160129","Routine - Unscheduled"
4999,,"20150814","Reinspection/Followup"
4999,,"20150814","Complaint"
4999,88,"20150604","Routine - Unscheduled"
4999,92,"20140331","Routine - Unscheduled"
4999,100,"20131001","Routine - Unscheduled"
5000,96,"20150604","Routine - Unscheduled"
5000,94,"20140331","Routine - Unscheduled"
5000,100,"20131001","Routine - Unscheduled"
5000,,"20130508","Complaint"
5000,,"20130409","Reinspection/Followup"
5006,91,"20160217","Routine - Unscheduled"
5006,92,"20150504","Routine - Unscheduled"
5006,,"20140716","Reinspection/Followup"
5006,,"20140714","Reinspection/Followup"
5006,93,"20140610","Routine - Unscheduled"
5006,,"20140306","Complaint"
5006,96,"20131230","Routine - Unscheduled"
5006,,"20131101","Complaint Reinspection/Followup"
5006,,"20130924","Complaint"
5006,93,"20130521","Routine - Unscheduled"
5010,92,"20160331","Routine - Unscheduled"
5010,,"20140502","Reinspection/Followup"
5010,73,"20140501","Routine - Unscheduled"
5010,84,"20130829","Routine - Unscheduled"
5010,,"20130829","Complaint"
5011,,"20160303","Reinspection/Followup"
5011,87,"20160301","Routine - Unscheduled"
5011,89,"20141230","Routine - Unscheduled"
5011,92,"20131223","Routine - Unscheduled"
5011,94,"20130530","Routine - Unscheduled"
5016,,"20150422","Reinspection/Followup"
5016,80,"20150408","Routine - Unscheduled"
5016,,"20150408","Reinspection/Followup"
5016,90,"20140311","Routine - Unscheduled"
5016,88,"20130904","Routine - Unscheduled"
5017,86,"20140625","Routine - Unscheduled"
5017,,"20140320","Complaint"
5017,,"20140320","Reinspection/Followup"
5017,92,"20131210","Routine - Unscheduled"
5017,90,"20130710","Routine - Unscheduled"
5018,100,"20150702","Routine - Unscheduled"
5018,87,"20140613","Routine - Unscheduled"
5018,80,"20131213","Routine - Unscheduled"
5018,87,"20130530","Routine - Unscheduled"
5019,96,"20150323","Routine - Unscheduled"
5019,96,"20140730","Routine - Unscheduled"
5019,91,"20131018","Routine - Unscheduled"
5025,96,"20160222","Routine - Unscheduled"
5025,96,"20150821","Routine - Unscheduled"
5025,91,"20140821","Routine - Unscheduled"
5025,98,"20140325","Routine - Unscheduled"
5025,100,"20130719","Routine - Unscheduled"
5032,100,"20160226","Routine - Unscheduled"
5032,100,"20150120","Routine - Unscheduled"
5032,96,"20140612","Routine - Unscheduled"
5032,100,"20131021","Routine - Unscheduled"
5033,96,"20150306","Routine - Unscheduled"
5033,98,"20140903","Routine - Unscheduled"
5033,,"20140306","Reinspection/Followup"
5033,92,"20140226","Routine - Unscheduled"
5033,,"20131104","Reinspection/Followup"
5033,85,"20130917","Routine - Unscheduled"
5038,92,"20150126","Routine - Unscheduled"
5038,94,"20140416","Routine - Unscheduled"
5038,98,"20131007","Routine - Unscheduled"
5039,,"20160330","Reinspection/Followup"
5039,87,"20160329","Routine - Unscheduled"
5039,96,"20141205","Routine - Unscheduled"
5039,94,"20140528","Routine - Unscheduled"
5039,96,"20130829","Routine - Unscheduled"
5049,83,"20141203","Routine - Unscheduled"
5049,89,"20130613","Routine - Unscheduled"
5053,85,"20140530","Routine - Unscheduled"
5053,87,"20131001","Routine - Unscheduled"
5068,85,"20140328","Routine - Unscheduled"
5071,,"20160322","Complaint"
5071,84,"20160322","Routine - Unscheduled"
5071,100,"20150522","Routine - Unscheduled"
5071,96,"20141023","Routine - Unscheduled"
5071,100,"20140324","Routine - Unscheduled"
5071,,"20131007","Reinspection/Followup"
5071,86,"20130923","Routine - Unscheduled"
5071,,"20130722","Complaint"
5074,,"20150505","Complaint Reinspection/Followup"
5074,83,"20150428","Routine - Unscheduled"
5074,94,"20141007","Routine - Unscheduled"
5074,96,"20140521","Routine - Unscheduled"
5074,,"20140425","Complaint"
5074,90,"20131210","Routine - Unscheduled"
5074,92,"20130509","Routine - Unscheduled"
5077,100,"20150914","Routine - Unscheduled"
5077,96,"20150303","Routine - Unscheduled"
5077,,"20140731","Reinspection/Followup"
5077,86,"20140708","Routine - Unscheduled"
5077,96,"20140212","Routine - Unscheduled"
5077,98,"20130528","Routine - Unscheduled"
5083,96,"20150616","Routine - Unscheduled"
5083,98,"20141103","Routine - Unscheduled"
5083,96,"20140228","Routine - Unscheduled"
5083,94,"20130822","Routine - Unscheduled"
5084,98,"20150616","Routine - Unscheduled"
5084,98,"20141103","Routine - Unscheduled"
5084,96,"20140228","Routine - Unscheduled"
5084,92,"20130822","Routine - Unscheduled"
5085,94,"20150616","Routine - Unscheduled"
5085,96,"20141103","Routine - Unscheduled"
5085,96,"20140228","Routine - Unscheduled"
5085,92,"20130822","Routine - Unscheduled"
5090,,"20150127","Reinspection/Followup"
5090,,"20150120","Reinspection/Followup"
5090,,"20150116","Complaint"
5090,,"20141117","Reinspection/Followup"
5090,75,"20141113","Routine - Unscheduled"
5090,,"20140507","Complaint"
5090,88,"20140409","Routine - Unscheduled"
5090,,"20140409","Complaint"
5091,91,"20160401","Routine - Unscheduled"
5091,98,"20140709","Routine - Unscheduled"
5091,96,"20131230","Routine - Unscheduled"
5091,,"20130530","Reinspection/Followup"
5091,90,"20130419","Routine - Unscheduled"
5096,92,"20150316","Routine - Unscheduled"
5096,92,"20140707","Routine - Unscheduled"
5096,92,"20140124","Routine - Unscheduled"
5096,,"20130808","Reinspection/Followup"
5096,88,"20130801","Routine - Unscheduled"
5104,100,"20150520","Routine - Unscheduled"
5104,,"20140403","Complaint"
5104,98,"20140403","Routine - Unscheduled"
5104,100,"20131010","Routine - Unscheduled"
5110,94,"20140604","Routine - Unscheduled"
5110,90,"20130719","Routine - Unscheduled"
5118,92,"20140731","Routine - Unscheduled"
5118,98,"20140303","Routine - Unscheduled"
5118,91,"20130829","Routine - Unscheduled"
5124,90,"20150904","Routine - Unscheduled"
5124,96,"20141120","Routine - Unscheduled"
5124,87,"20140225","Routine - Unscheduled"
5124,96,"20130925","Routine - Unscheduled"
5129,,"20150814","Complaint"
5129,94,"20150311","Routine - Unscheduled"
5129,,"20140425","Reinspection/Followup"
5129,,"20140418","Reinspection/Followup"
5129,,"20140416","Reinspection/Followup"
5129,77,"20140415","Routine - Unscheduled"
5129,89,"20130620","Routine - Unscheduled"
5136,100,"20141022","Routine - Unscheduled"
5136,96,"20140425","Routine - Unscheduled"
5136,100,"20131011","Routine - Unscheduled"
5143,98,"20160310","Routine - Unscheduled"
5143,,"20160211","Complaint"
5143,,"20150729","Reinspection/Followup"
5143,94,"20150713","Routine - Unscheduled"
5143,,"20150126","Complaint"
5143,,"20140728","Reinspection/Followup"
5143,94,"20140716","Routine - Unscheduled"
5143,,"20140416","Complaint"
5143,,"20140124","Reinspection/Followup"
5143,90,"20140114","Routine - Unscheduled"
5143,,"20131204","Complaint"
5143,,"20130918","Complaint"
5143,,"20130626","Complaint"
5143,,"20130612","Reinspection/Followup"
5143,92,"20130605","Routine - Unscheduled"
5144,100,"20150511","Routine - Unscheduled"
5144,,"20150511","Complaint"
5144,100,"20140904","Routine - Unscheduled"
5144,98,"20131206","Routine - Unscheduled"
5150,,"20151204","Complaint"
5150,90,"20151204","Routine - Unscheduled"
5150,94,"20150602","Routine - Unscheduled"
5150,,"20140415","Complaint"
5150,98,"20140206","Routine - Unscheduled"
5150,98,"20130807","Routine - Unscheduled"
5156,94,"20141107","Routine - Unscheduled"
5156,94,"20140402","Routine - Unscheduled"
5156,94,"20131015","Routine - Unscheduled"
5232,100,"20150330","Routine - Unscheduled"
5232,,"20140317","Routine - Unscheduled"
5232,,"20140317","Reinspection/Followup"
5232,,"20130710","Routine - Unscheduled"
5243,96,"20151118","Routine - Unscheduled"
5243,100,"20150225","Routine - Unscheduled"
5243,,"20140131","Routine - Unscheduled"
5243,,"20130828","Non-inspection site visit"
5252,92,"20151005","Routine - Unscheduled"
5252,94,"20150327","Routine - Unscheduled"
5252,,"20140320","Reinspection/Followup"
5252,,"20140304","Routine - Unscheduled"
5252,,"20130509","Routine - Unscheduled"
5254,100,"20150805","Routine - Unscheduled"
5254,94,"20140708","Routine - Unscheduled"
5254,,"20131120","Routine - Unscheduled"
5254,,"20130415","Routine - Unscheduled"
5256,,"20150410","Reinspection/Followup"
5256,94,"20150326","Routine - Unscheduled"
5256,,"20140626","Non-inspection site visit"
5256,,"20140206","Routine - Unscheduled"
5256,,"20130702","Reinspection/Followup"
5256,,"20130522","Routine - Unscheduled"
5257,,"20151209","New Construction"
5257,,"20151119","New Construction"
5257,,"20150714","New Construction"
5257,,"20140910","New Construction"
5257,,"20140617","New Construction"
5257,,"20130731","Non-inspection site visit"
5258,,"20141217","Reinspection/Followup"
5258,79,"20141205","Routine - Unscheduled"
5258,,"20140228","Reinspection/Followup"
5258,,"20140220","Routine - Unscheduled"
5258,,"20130612","Routine - Unscheduled"
5260,,"20140523","Routine - Unscheduled"
5260,,"20130912","Routine - Unscheduled"
5267,98,"20150513","Routine - Unscheduled"
5267,,"20140505","Routine - Unscheduled"
5267,,"20130917","Reinspection/Followup"
5267,,"20130904","Routine - Unscheduled"
5268,100,"20140307","Routine - Unscheduled"
5268,100,"20130516","Routine - Unscheduled"
5271,,"20150702","Reinspection/Followup"
5271,80,"20150604","Routine - Unscheduled"
5271,96,"20140728","Routine - Unscheduled"
5271,,"20130827","Routine - Unscheduled"
5272,96,"20151016","Routine - Unscheduled"
5272,100,"20150227","Routine - Unscheduled"
5272,,"20140319","Routine - Unscheduled"
5272,,"20130719","New Construction"
5272,,"20130627","Routine - Unscheduled"
5278,96,"20160210","Routine - Unscheduled"
5278,,"20141204","Reinspection/Followup"
5278,,"20140908","Reinspection/Followup"
5278,81,"20140829","Routine - Unscheduled"
5278,92,"20140224","Routine - Unscheduled"
5278,,"20130814","Reinspection/Followup"
5278,90,"20130805","Routine - Unscheduled"
5281,,"20160120","Structural Inspection"
5281,90,"20150306","Routine - Unscheduled"
5281,94,"20140311","Routine - Unscheduled"
5289,96,"20140716","Routine - Unscheduled"
5289,,"20130904","Reinspection/Followup"
5289,81,"20130816","Routine - Unscheduled"
5289,,"20130723","Non-inspection site visit"
5291,90,"20160229","Routine - Unscheduled"
5291,,"20150903","Reinspection/Followup"
5291,92,"20150414","Routine - Unscheduled"
5291,89,"20150305","Routine - Unscheduled"
5291,89,"20140416","Routine - Unscheduled"
5297,92,"20160224","Routine - Unscheduled"
5297,,"20160119","Structural Inspection"
5297,84,"20141112","Routine - Unscheduled"
5297,90,"20140307","Routine - Unscheduled"
5297,100,"20131208","Routine - Unscheduled"
5297,98,"20131110","Routine - Unscheduled"
5297,98,"20131021","Routine - Unscheduled"
5297,96,"20130908","Routine - Unscheduled"
5297,96,"20130501","Routine - Unscheduled"
5301,,"20160225","Non-inspection site visit"
5301,,"20160219","Reinspection/Followup"
5301,92,"20160201","Routine - Unscheduled"
5301,92,"20151025","Routine - Unscheduled"
5301,93,"20150414","Routine - Unscheduled"
5301,,"20141103","Complaint"
5301,96,"20140416","Routine - Unscheduled"
5307,,"20140702","Routine - Unscheduled"
5307,,"20131211","Routine - Unscheduled"
5310,,"20140627","Reinspection/Followup"
5310,,"20140522","Routine - Unscheduled"
5310,,"20130917","Routine - Unscheduled"
5312,,"20140910","Routine - Unscheduled"
5312,,"20130521","Routine - Unscheduled"
5313,98,"20150429","Routine - Unscheduled"
5313,,"20140418","Routine - Unscheduled"
5313,,"20130912","Routine - Unscheduled"
5314,100,"20150422","Routine - Unscheduled"
5314,,"20140312","Routine - Unscheduled"
5314,,"20130905","Routine - Unscheduled"
5316,90,"20150408","Routine - Unscheduled"
5316,,"20140410","Reinspection/Followup"
5316,,"20140312","Routine - Unscheduled"
5316,,"20130923","Routine - Unscheduled"
5322,94,"20150408","Routine - Unscheduled"
5322,,"20140311","Routine - Unscheduled"
5322,,"20130904","Routine - Unscheduled"
5325,100,"20150421","Routine - Unscheduled"
5325,,"20130822","Routine - Unscheduled"
5329,100,"20140614","Routine - Unscheduled"
5345,100,"20150715","Routine - Unscheduled"
5345,100,"20130828","Routine - Unscheduled"
5375,92,"20140614","Routine - Unscheduled"
5394,100,"20140614","Routine - Unscheduled"
5397,96,"20140614","Routine - Unscheduled"
5409,100,"20150715","Routine - Unscheduled"
5409,,"20130828","Routine - Unscheduled"
5420,100,"20150715","Routine - Unscheduled"
5420,,"20130828","Routine - Unscheduled"
5430,87,"20150224","Routine - Unscheduled"
5430,96,"20140417","Routine - Unscheduled"
5430,,"20131029","Complaint"
5434,96,"20140417","Routine - Unscheduled"
5437,100,"20160302","Routine - Unscheduled"
5437,100,"20150312","Routine - Unscheduled"
5437,98,"20140206","Routine - Unscheduled"
5441,94,"20150828","Routine - Unscheduled"
5441,96,"20140417","Routine - Unscheduled"
5448,,"20150419","Routine - Scheduled"
5448,,"20141025","Routine - Scheduled"
5448,98,"20140914","Routine - Unscheduled"
5448,94,"20140408","Routine - Unscheduled"
5448,100,"20130824","Routine - Unscheduled"
5449,93,"20150419","Routine - Unscheduled"
5449,96,"20141025","Routine - Unscheduled"
5449,96,"20140914","Routine - Unscheduled"
5449,96,"20140408","Routine - Unscheduled"
5449,96,"20130824","Routine - Unscheduled"
5450,100,"20150830","Routine - Unscheduled"
5450,100,"20150419","Routine - Unscheduled"
5450,100,"20141025","Routine - Unscheduled"
5450,100,"20140914","Routine - Unscheduled"
5450,100,"20140408","Routine - Unscheduled"
5450,100,"20130824","Routine - Unscheduled"
5451,100,"20140914","Routine - Unscheduled"
5451,100,"20140408","Routine - Unscheduled"
5451,100,"20130824","Routine - Unscheduled"
5452,96,"20150419","Routine - Unscheduled"
5452,100,"20140914","Routine - Unscheduled"
5452,100,"20140408","Routine - Unscheduled"
5452,100,"20130824","Routine - Unscheduled"
5453,100,"20140914","Routine - Unscheduled"
5453,100,"20140408","Routine - Unscheduled"
5453,,"20130824","Non-inspection site visit"
5453,94,"20130824","Routine - Unscheduled"
5454,98,"20140408","Routine - Unscheduled"
5454,100,"20130824","Routine - Unscheduled"
5455,100,"20150914","Routine - Unscheduled"
5455,100,"20150830","Routine - Unscheduled"
5455,100,"20150419","Routine - Unscheduled"
5455,100,"20141025","Routine - Unscheduled"
5455,96,"20140408","Routine - Unscheduled"
5455,100,"20130824","Routine - Unscheduled"
5457,,"20150920","Reinspection/Followup"
5457,96,"20150830","Routine - Unscheduled"
5457,98,"20140914","Routine - Unscheduled"
5457,100,"20140408","Routine - Unscheduled"
5457,98,"20130824","Routine - Unscheduled"
5458,100,"20140914","Routine - Unscheduled"
5458,96,"20140408","Routine - Unscheduled"
5458,100,"20130824","Routine - Unscheduled"
5459,,"20150929","Complaint"
5459,,"20150920","Reinspection/Followup"
5459,,"20150507","Reinspection/Followup"
5459,91,"20141025","Routine - Unscheduled"
5459,96,"20140914","Routine - Unscheduled"
5459,96,"20140408","Routine - Unscheduled"
5459,100,"20130824","Routine - Unscheduled"
5460,100,"20140914","Routine - Unscheduled"
5460,100,"20140408","Routine - Unscheduled"
5460,100,"20130824","Routine - Unscheduled"
5461,,"20150920","Reinspection/Followup"
5461,92,"20150830","Routine - Unscheduled"
5461,100,"20150419","Routine - Unscheduled"
5461,100,"20141025","Routine - Unscheduled"
5461,100,"20140914","Routine - Unscheduled"
5461,,"20140429","Reinspection/Followup"
5461,91,"20140408","Routine - Unscheduled"
5461,93,"20130824","Routine - Unscheduled"
5462,100,"20140408","Routine - Unscheduled"
5462,98,"20130824","Routine - Unscheduled"
5463,100,"20140914","Routine - Unscheduled"
5463,96,"20140408","Routine - Unscheduled"
5463,96,"20130824","Routine - Unscheduled"
5464,100,"20150830","Routine - Unscheduled"
5464,,"20150422","Reinspection/Followup"
5464,94,"20140914","Routine - Unscheduled"
5464,94,"20140408","Routine - Unscheduled"
5464,,"20130824","Non-inspection site visit"
5465,,"20150920","Reinspection/Followup"
5465,93,"20150830","Routine - Unscheduled"
5465,93,"20150419","Routine - Unscheduled"
5465,96,"20140914","Routine - Unscheduled"
5465,96,"20140408","Routine - Unscheduled"
5465,100,"20130824","Routine - Unscheduled"
5466,,"20150419","Routine - Scheduled"
5466,100,"20140914","Routine - Unscheduled"
5466,100,"20140408","Routine - Unscheduled"
5466,100,"20130824","Routine - Unscheduled"
5467,,"20150920","Reinspection/Followup"
5467,100,"20150830","Routine - Unscheduled"
5467,100,"20150419","Routine - Unscheduled"
5467,94,"20140914","Routine - Unscheduled"
5467,100,"20140408","Routine - Unscheduled"
5467,100,"20130824","Routine - Unscheduled"
5468,96,"20140408","Routine - Unscheduled"
5468,98,"20130824","Routine - Unscheduled"
5469,,"20150419","Routine - Scheduled"
5469,,"20141025","Routine - Scheduled"
5469,100,"20140914","Routine - Unscheduled"
5469,,"20140429","Reinspection/Followup"
5469,89,"20140408","Routine - Unscheduled"
5469,100,"20130824","Routine - Unscheduled"
5470,,"20150920","Reinspection/Followup"
5470,98,"20150830","Routine - Unscheduled"
5470,,"20150422","Reinspection/Followup"
5470,92,"20150419","Routine - Unscheduled"
5470,100,"20140914","Routine - Unscheduled"
5470,96,"20140408","Routine - Unscheduled"
5470,100,"20130824","Routine - Unscheduled"
5471,100,"20150830","Routine - Unscheduled"
5471,100,"20150419","Routine - Unscheduled"
5471,100,"20141025","Routine - Unscheduled"
5471,96,"20140914","Routine - Unscheduled"
5471,96,"20140408","Routine - Unscheduled"
5471,96,"20130824","Routine - Unscheduled"
5473,100,"20140914","Routine - Unscheduled"
5473,100,"20140408","Routine - Unscheduled"
5473,100,"20130824","Routine - Unscheduled"
5474,100,"20150419","Routine - Unscheduled"
5474,,"20140914","Routine - Unscheduled"
5474,,"20140408","Routine - Unscheduled"
5474,,"20130824","Routine - Unscheduled"
5476,100,"20140914","Routine - Unscheduled"
5476,100,"20140408","Routine - Unscheduled"
5476,100,"20130824","Routine - Unscheduled"
5477,96,"20140408","Routine - Unscheduled"
5477,100,"20130824","Routine - Unscheduled"
5478,,"20150920","Reinspection/Followup"
5478,93,"20150830","Routine - Unscheduled"
5478,92,"20150419","Routine - Unscheduled"
5478,94,"20141025","Routine - Unscheduled"
5478,92,"20140408","Routine - Unscheduled"
5478,100,"20130824","Routine - Unscheduled"
5479,,"20150920","Reinspection/Followup"
5479,100,"20150914","Routine - Unscheduled"
5479,96,"20150830","Routine - Unscheduled"
5479,93,"20150419","Routine - Unscheduled"
5479,93,"20141025","Routine - Unscheduled"
5479,93,"20140408","Routine - Unscheduled"
5479,93,"20130824","Routine - Unscheduled"
5480,100,"20150914","Routine - Unscheduled"
5480,100,"20150830","Routine - Unscheduled"
5480,98,"20150419","Routine - Unscheduled"
5480,100,"20141025","Routine - Unscheduled"
5480,98,"20140408","Routine - Unscheduled"
5480,96,"20130824","Routine - Unscheduled"
5483,,"20150419","Non-inspection site visit"
5483,,"20130824","Non-inspection site visit"
5484,,"20150419","Routine - Scheduled"
5484,,"20141025","Routine - Scheduled"
5484,100,"20140914","Routine - Unscheduled"
5484,96,"20140408","Routine - Unscheduled"
5484,100,"20130824","Routine - Unscheduled"
5485,98,"20150830","Routine - Unscheduled"
