game_id,minute,player,team1score,team2score
363,73,Boyd [o.g.],2,1
364,38,Hadji,1,0
364,45+,Chippo [o.g.],1,1
364,59,Hadda,2,1
364,60,Eggen,2,2
365,10,Vieri,1,0
365,45+,Salas,1,1
365,49,Salas,1,2
365,85,R. Baggio [p.],2,2
366,78,N'Janka,1,0
366,90+,Polster,1,1
368,68,Rieper,0,1
369,34,Dugarry,1,0
369,78,Issa [o.g.],2,0
369,90+,Henry,3,0
370,24,Mutiu,1,1
370,47,RaÃºl,2,1
370,73,Zubizarreta [o.g.],2,2
370,78,Oliseh,2,3
371,28,Ha Suk-joo,1,0
371,51,PelÃ¡ez,1,1
371,74,HernÃ¡ndez,1,2
371,84,HernÃ¡ndez,1,3
373,28,Batistuta,1,0
374,72,MihajloviÄ,1,0
375,27,StaniÄ,0,1
375,45,Earle,1,1
375,53,ProsineÄki,1,2
375,69,Å uker,1,3
376,43,Shearer,1,0
376,89,Scholes,2,0
377,45+,Ilie,1,0
378,8,MÃ¶ller,1,0
378,64,Klinsmann,2,0
379,46,H. Flo,0,1
379,66,Burley,1,1
380,9,Ronaldo,1,0
380,45+,Rivaldo,2,0
380,50,Bebeto,3,0
381,70,Salas,1,0
381,90+,VastiÄ,1,1
382,7,Di Biagio,1,0
382,75,Vieri,2,0
382,89,Vieri,3,0
383,13,Nielsen,0,1
383,52,McCarthy,1,1
384,36,Henry,1,0
384,68,TrÃ©zÃ©guet,2,0
384,77,Henry,3,0
384,85,Lizarazu,4,0
385,26,Ikpeba,1,0
387,77,Å uker,0,1
388,43,Wilmots,1,0
388,47,Wilmots,2,0
388,55,GarcÃ­a Aspe [p.],2,1
388,62,Blanco,2,2
389,38,Cocu,1,0
389,42,Overmars,2,0
389,71,Bergkamp,3,0
389,80,Van Hooijdonk,4,0
389,83,R. de Boer,5,0
390,13,MijatoviÄ,0,1
390,54,StojkoviÄ,0,2
390,73,MihajloviÄ [o.g.],1,2
390,80,Bierhoff,2,2
391,31,Ortega,1,0
391,55,Ortega,2,0
391,72,Batistuta,3,0
391,76,Batistuta,4,0
391,83,Batistuta [p.],5,0
392,40,Estili,0,1
392,84,Mahdavikia,0,2
392,87,McBride,1,2
393,83,Preciado,1,0
394,46,Moldovan,1,0
394,83,Owen,1,1
394,89,Petrescu,2,1
395,20,Sierra,1,0
395,55,M'Boma,1,1
396,49,Vieri,1,0
396,89,R. Baggio,2,0
396,90+,Herzog [p.],2,1
397,78,Bebeto,1,0
397,83,T.A. Flo,1,1
397,88,Rekdal [p.],1,2
398,22,Bassir,0,1
398,46,Hadda,0,2
398,85,Bassir,0,3
399,12,Djorkaeff [p.],1,0
399,42,M. Laudrup [p.],1,1
399,56,Petit,2,1
400,19,Bartlett,1,0
400,45,Al-Jaber [p.],1,1
400,74,Al-Thunayan [p.],1,2
400,90+,Bartlett [p.],2,2
401,1,Ayala,0,1
401,11,Oruma,1,1
401,59,BenÃ­tez,1,2
401,86,Cardozo,1,3
402,6,Hierro [p.],1,0
402,19,Luis Enrique,2,0
402,55,Morientes,3,0
402,58,Kostadinov,3,1
402,81,Morientes,4,1
402,88,Bachev [o.g.],5,1
402,90+,Kiko,6,1
403,4,Cocu,1,0
403,18,R. de Boer,2,0
403,75,PelÃ¡ez,2,1
403,90+,HernÃ¡ndez,2,2
404,7,Nilis,1,0
404,71,Yoo Sang-chul,1,1
405,4,KomljenoviÄ,0,1
406,50,Bierhoff,1,0
406,57,Klinsmann,2,0
407,36,Pineda,1,0
408,39,Whitmore,0,1
408,54,Whitmore,0,2
408,74,Nakayama,1,2
409,20,Anderton,0,1
409,29,Beckham,0,2
410,10,Souayah [p.],0,1
410,72,Moldovan,1,1
411,18,Vieri,1,0
412,11,CÃ©sar Sampaio,1,0
412,27,CÃ©sar Sampaio,2,0
412,45+,Ronaldo [p.],3,0
412,68,Salas,3,1
412,70,Ronaldo,4,1
413,113,Blanc [Golden Goal],1,0
414,3,MÃ¸ller,0,1
414,12,B. Laudrup,0,2
414,60,Sand,0,3
414,76,Helveg,0,4
414,78,Babangida,1,4
415,47,HernÃ¡ndez,0,1
415,75,Klinsmann,1,1
415,86,Bierhoff,2,1
416,38,Bergkamp,1,0
416,48,KomljenoviÄ,1,1
416,90+,Davids,2,1
417,45+,Å uker [p.],0,1
418,6,Batistuta [p.],1,0
418,10,Shearer [p.],1,1
418,16,Owen,1,2
418,45+,Zanetti,2,2
420,2,JÃ¸rgensen,0,1
420,11,Bebeto,1,1
420,27,Rivaldo,2,1
420,50,B. Laudrup,2,2
420,60,Rivaldo,3,2
421,12,Kluivert,1,0
421,17,Claudio LÃ³pez,1,1
421,89,Bergkamp,2,1
422,45+,Jarni,0,1
422,80,VlaoviÄ,0,2
422,85,Å uker,0,3
423,46,Ronaldo,1,0
423,87,Kluivert,1,1
424,46,Å uker,0,1
424,47,Thuram,1,1
424,69,Thuram,2,1
425,13,ProsineÄki,1,0
425,21,Zenden,1,1
425,35,Å uker,2,1
426,27,Zidane,1,0
426,45+,Zidane,2,0
426,90+,Petit,3,0
427,67,Omam-Biyik,0,1
428,42,LÄcÄtuÅ,0,1
428,57,LÄcÄtuÅ [p.],0,2
429,50,RedÃ­n,0,1
429,85,Valderrama,0,2
430,78,Schillaci,1,0
431,25,SkuhravÃ½,0,1
431,39,BÃ­lek [p.],0,2
431,50,HaÅ¡ek,0,3
431,61,Caligiuri,1,3
431,78,SkuhravÃ½,1,4
431,90+,LuhovÃ½,1,5
432,40,Careca,1,0
432,63,Careca,2,0
432,79,Brolin,2,1
433,28,MatthÃ¤us,1,0
433,39,Klinsmann,2,0
433,55,JoziÄ,2,1
433,65,MatthÃ¤us,3,1
433,71,VÃ¶ller,4,1
434,49,Cayasso,1,0
435,8,Lineker,1,0
435,73,Sheedy,1,1
436,53,Degryse,1,0
436,64,De Wolf,2,0
437,58,Kieft,1,0
437,83,Abdelghani [p.],1,1
439,27,Troglio,1,0
439,79,Burruchaga,2,0
440,76,Milla,1,0
440,86,Milla,2,0
440,88,Balint,2,1
441,75,JoziÄ,1,0
442,11,Giannini,1,0
443,30,BÃ­lek [p.],0,1
444,35,VÃ¶ller,1,0
444,36,Klinsmann,2,0
444,46,Khalid Mubarak,2,1
444,47,MatthÃ¤us,3,1
444,59,Bein,4,1
444,75,VÃ¶ller,5,1
445,33,MÃ¼ller,1,0
447,10,McCall,0,1
447,80,Johnston [p.],0,2
447,86,StrÃ¶mberg,1,2
448,22,MÃ­chel,0,1
448,42,Hwang Bo-kwan,1,1
448,61,MÃ­chel,1,2
448,81,MÃ­chel,1,3
449,15,Clijsters,1,0
449,22,Scifo,2,0
449,46,Ceulemans,3,0
449,72,Bengoechea,3,1
451,20,Protasov,0,1
451,29,Zygmantovich,0,2
451,52,Zavarov,0,3
451,63,Dobrovolâskij,0,4
452,63,MonzÃ³n,1,0
452,68,Balint,1,1
453,88,Littbarski,1,0
453,90+,RincÃ³n,1,1
454,5,SuÅ¡iÄ,1,0
454,9,PanÄev,2,0
454,22,Jumaâa,2,1
454,46,PanÄev,3,1
454,90+,ProsineÄki,4,1
455,49,Ogris,1,0
455,63,Rodax,2,0
455,84,Murray,2,1
456,9,Schillaci,1,0
456,78,Baggio,2,0
457,82,MÃ¼ller,1,0
458,32,EkstrÃ¶m,1,0
458,75,Flores,1,1
458,88,Medford,1,2
459,90+,Fonseca,0,1
460,25,MÃ­chel [p.],0,1
460,30,Vervoort,1,1
460,38,GÃ³rriz,1,2
461,58,Wright,1,0
462,10,Gullit,0,1
462,71,Quinn,1,1
463,106,Milla,1,0
463,109,Milla,2,0
463,115,RedÃ­n,2,1
464,12,SkuhravÃ½,1,0
464,55,GonzÃ¡lez,1,1
464,63,SkuhravÃ½,2,1
464,76,KubÃ­k,3,1
464,82,SkuhravÃ½,4,1
465,80,Caniggia,0,1
466,51,Klinsmann,1,0
466,85,Brehme,2,0
466,89,R. Koeman [p.],2,1
468,65,Schillaci,1,0
468,83,Serena,2,0
469,78,StojkoviÄ,0,1
469,83,Julio Salinas,1,1
469,92,StojkoviÄ,1,2
470,119,Platt,1,0
472,38,Schillaci,1,0
473,25,MatthÃ¤us [p.],1,0
474,25,Platt,1,0
474,61,KundÃ© [p.],1,1
474,65,EkÃ©kÃ©,1,2
474,83,Lineker [p.],2,2
474,105,Lineker [p.],3,2
475,17,Schillaci,1,0
475,67,Caniggia,1,1
476,60,Brehme,1,0
476,80,Lineker,1,1
477,71,Baggio,1,0
477,81,Platt,1,1
477,86,Schillaci [p.],2,1
478,85,Brehme [p.],1,0
480,1,Lacombe,0,1
480,29,Rossi,1,1
480,54,Zaccarelli,2,1
481,45,VÃ¡zquez Ayala [p.],0,1
481,55,Kaabi,1,1
481,79,Ghommidh,2,1
481,87,Dhouib,3,1
482,10,CsapÃ³,0,1
482,15,Luque,1,1
482,83,Bertoni,2,1
483,10,Schachner,1,0
483,21,Dani,1,1
483,79,Krankl,2,1
484,37,SjÃ¶berg,1,0
484,45,Reinaldo,1,1
485,14,Jordan,0,1
485,43,Cueto,1,1
485,72,Cubillas,2,1
485,77,Cubillas,3,1
486,40,Rensenbrink [p.],1,0
486,62,Rensenbrink,2,0
486,79,Rensenbrink [p.],3,0
487,34,Rossi,1,0
487,36,Bettega,2,0
487,60,Benetti,3,0
487,81,A. TÃ³th [p.],3,1
488,15,D. MÃ¼ller,1,0
488,30,H. MÃ¼ller,2,0
488,38,Rummenigge,3,0
488,44,Flohe,4,0
488,73,Rummenigge,5,0
488,89,Flohe,6,0
489,43,Lato,1,0
490,45+,Passarella [p.],1,0
490,60,Platini,1,1
490,73,Luque,2,1
491,44,Krankl [p.],1,0
493,43,Eskandarian [o.g.],1,0
493,60,Danaei-Fard,1,1
495,22,LÃ³pez,1,0
495,37,Berdoll,2,0
495,41,Zombori,2,1
495,42,Rocheteau,3,1
497,43,Boniek,1,0
497,52,Rangel,1,1
497,56,Deyna,2,1
497,84,Boniek,3,1
498,67,Bettega,1,0
499,75,Asensi,1,0
500,40,Roberto Dinamite,1,0
501,2,VelÃ¡squez,1,0
501,36,Cubillas [p.],2,0
501,39,Cubillas [p.],3,0
501,41,Rowshan,3,1
501,79,Cubillas,4,1
502,34,Rensenbrink [p.],0,1
502,44,Dalglish,1,1
502,47,Gemmill [p.],2,1
502,68,Gemmill,3,1
502,71,Rep,3,2
503,6,Brandts,1,0
503,35,Rensenbrink [p.],2,0
503,36,Rep,3,0
503,53,Rep,4,0
503,79,Obermayer,4,1
503,82,W. van de Kerkhof,5,1
505,15,Dirceu,1,0
505,28,Dirceu,2,0
505,73,Zico [p.],3,0
506,16,Kempes,1,0
506,71,Kempes,2,0
507,65,Szarmach,1,0
508,3,Abramczik,1,0
508,27,Haan,1,1
508,70,D. MÃ¼ller,2,1
508,82,R. van de Kerkhof,2,2
509,14,Rossi,1,0
511,19,Rummenigge,0,1
511,59,Vogts [o.g.],1,1
511,66,Krankl,2,1
511,68,HÃ¶lzenbein,2,2
511,88,Krankl,3,2
512,18,Brandts [o.g.],0,1
512,50,Brandts,1,1
512,75,Haan,2,1
513,12,Nelinho,1,0
513,45,Lato,1,1
513,57,Roberto Dinamite,2,1
513,63,Roberto Dinamite,3,1
514,21,Kempes,1,0
514,43,Tarantini,2,0
514,49,Kempes,3,0
514,50,Luque,4,0
514,67,Houseman,5,0
514,72,Luque,6,0
515,38,Causio,0,1
515,64,Nelinho,1,1
515,72,Dirceu,2,1
516,38,Kempes,1,0
516,82,Nanninga,1,1
516,105,Kempes,2,1
516,116,Bertoni,3,1
517,6,Lahm,1,0
517,12,Wanchope,1,1
517,17,Klose,2,1
517,61,Klose,3,1
517,73,Wanchope,3,2
517,87,Frings,4,2
518,24,C. Tenorio,0,1
518,80,Delgado,0,2
519,3,Gamarra [o.g.],1,0
521,24,Crespo,1,0
521,38,Saviola,2,0
521,82,Drogba,2,1
522,18,Robben,0,1
523,28,Bravo,1,0
523,36,Golmohammadi,1,1
523,76,Bravo,2,1
523,79,Zinha,3,1
524,4,Pauleta,0,1
525,26,Nakamura,0,1
525,84,Cahill,1,1
525,89,Cahill,2,1
525,90+,Aloisi,3,1
526,5,Koller,0,1
526,36,RosickÃ½,0,2
526,76,RosickÃ½,0,3
527,40,Pirlo,1,0
527,83,Iaquinta,2,0
528,31,Mohammed Kader,0,1
528,54,Lee Chun-soo,1,1
528,72,Ahn Jung-hwan,2,1
530,44,KakÃ¡,1,0
531,13,Xabi Alonso,1,0
531,17,Villa,2,0
531,48,Villa [p.],3,0
531,81,Torres,4,0
532,23,Jaziri,1,0
532,57,Al-Qahtani,1,1
532,84,Al-Jaber,1,2
532,90+,JaÃ¯di,2,2
533,90+,Neuville,1,0
534,8,C. Tenorio,1,0
534,54,Delgado,2,0
534,90+,Kaviedes,3,0
535,83,Crouch,1,0
535,90+,Gerrard,2,0
536,89,Ljungberg,1,0
537,6,Maxi RodrÃ­guez,1,0
537,31,Cambiasso,2,0
537,41,Maxi RodrÃ­guez,3,0
537,78,Crespo,4,0
537,84,TÃ©vez,5,0
537,88,Messi,6,0
538,23,Van Persie,1,0
538,27,Van Nistelrooij,2,0
538,38,B. KonÃ©,2,1
540,63,Deco,1,0
540,80,Cristiano Ronaldo [p.],2,0
541,2,Gyan,0,1
541,82,Muntari,0,2
542,22,Gilardino,1,0
542,27,Zaccardo [o.g.],1,1
544,49,Adriano,1,0
544,90,Fred,2,0
545,9,Henry,1,0
545,81,Park Ji-sung,1,1
546,16,Frei,0,1
546,88,Barnetta,0,2
547,4,Rusol,0,1
547,36,Rebrov,0,2
547,46,Shevchenko,0,3
547,84,Kalinichenko,0,4
548,8,Mnari,0,1
548,71,RaÃºl,1,1
548,76,Torres,2,1
548,90+,Torres [p.],3,1
549,4,Klose,0,1
549,44,Klose,0,2
549,57,Podolski,0,3
550,25,Ronald GÃ³mez,1,0
550,33,Bosacki,1,1
550,66,Bosacki,1,2
551,34,J. Cole,0,1
551,51,AllbÃ¤ck,1,1
551,85,Gerrard,1,2
551,90,Larsson,2,2
552,25,Sancho [o.g.],1,0
552,86,Cuevas,2,0
553,6,Maniche,1,0
553,24,SimÃ£o [p.],2,0
553,29,Fonseca,2,1
554,60,FlÃ¡vio,0,1
554,75,Bakhtiarizadeh,1,1
556,10,Å½igiÄ,0,1
556,20,IliÄ,0,2
556,37,Dindane [p.],1,2
556,67,Dindane,2,2
556,86,Kalou [p.],3,2
557,26,Materazzi,0,1
557,87,Inzaghi,0,2
558,22,Dramani,1,0
558,43,Dempsey,1,1
558,45+,Appiah [p.],2,1
559,34,Tamada,1,0
559,45+,Ronaldo,1,1
559,53,Juninho Pernambucano,1,2
559,59,Gilberto,1,3
559,81,Ronaldo,1,4
560,2,Srna,1,0
560,38,Moore [p.],1,1
560,56,N. KovaÄ,2,1
560,79,Kewell,2,2
561,36,Juanito,0,1
562,70,Shevchenko [p.],1,0
563,55,Vieira,0,1
563,61,Henry,0,2
564,23,Senderos,1,0
564,77,Frei,2,0
565,4,Podolski,1,0
565,12,Podolski,2,0
566,6,MÃ¡rquez,0,1
566,10,Crespo,1,1
566,98,Maxi RodrÃ­guez,2,1
567,60,Beckham,1,0
568,23,Maniche,1,0
569,90+,Totti [p.],1,0
571,5,Ronaldo,1,0
571,45+,Adriano,2,0
571,84,ZÃ© Roberto,3,0
572,28,Villa [p.],1,0
572,41,RibÃ©ry,1,1
572,83,Vieira,1,2
572,90+,Zidane,1,3
573,49,Ayala,0,1
573,80,Klose,1,1
574,6,Zambrotta,1,0
574,59,Toni,2,0
574,69,Toni,3,0
576,57,Henry,0,1
577,119,Grosso,0,1
577,120+,Del Piero,0,2
578,33,Zidane [p.],0,1
579,56,Schweinsteiger,1,0
579,60,Petit [o.g.],2,0
579,78,Schweinsteiger,3,0
579,88,Nuno Gomes,3,1
580,7,Zidane [p.],0,1
580,19,Materazzi,1,1
582,23,Maneiro,1,0
582,50,Mujica,2,0
583,65,Hurst,1,0
584,13,Dermendzhiev,0,1
584,49,Bonev,0,2
584,50,Gallardo,1,2
584,55,Chumpitaz,2,2
584,73,Cubillas,3,2
585,12,Van Moer,1,0
585,54,Van Moer,2,0
585,79,Lambert [p.],3,0
586,10,Domenghini,1,0
587,11,PetrÃ¡Å¡,0,1
587,24,Rivelino,1,1
587,59,PelÃ©,2,1
587,64,Jairzinho,3,1
587,82,Jairzinho,4,1
588,21,Houmane,0,1
588,56,Seeler,1,1
588,78,MÃ¼ller,2,1
589,14,Byshovets,1,0
589,57,Asatiani,2,0
589,63,Byshovets,3,0
589,76,Khmelânitskij,4,0
589,86,Lambert,4,1
591,3,PetrÃ¡Å¡,0,1
591,53,Neagu,1,1
591,78,Dumitrache [p.],2,1
592,65,Cubillas,1,0
592,67,Challe,2,0
592,75,Cubillas,3,0
593,45,Valdivia,1,0
593,46,Valdivia,2,0
593,58,Fragoso,3,0
593,83,Basaguren,4,0
594,53,Turesson,1,0
594,56,Spiegler,1,1
595,59,Jairzinho,1,0
596,12,Nikodimov,0,1
596,20,Libuda,1,1
596,27,MÃ¼ller,2,1
596,52,MÃ¼ller [p.],3,1
596,70,Seeler,4,1
596,88,MÃ¼ller,5,1
596,89,Kolev,5,2
597,51,Byshovets,1,0
597,74,Byshovets,2,0
598,90+,Grahn,1,0
599,19,PelÃ©,1,0
599,22,Jairzinho,2,0
599,34,Dumitrache,2,1
599,67,PelÃ©,3,1
599,84,Dembrovschi,3,2
600,19,MÃ¼ller,1,0
600,26,MÃ¼ller,2,0
600,39,MÃ¼ller,3,0
600,44,Cubillas,3,1
601,16,PeÃ±a [p.],1,0
603,48,Clarke [p.],1,0
604,40,Zhechev,1,0
604,61,Mouhoub,1,1
605,117,EspÃ¡rrago,1,0
606,13,GonzÃ¡lez,0,1
606,25,GuzmÃ¡n [o.g.],1,1
606,63,Riva,2,1
606,70,Rivera,3,1
606,76,Riva,4,1
607,11,Rivelino,1,0
607,15,TostÃ£o,2,0
607,28,Gallardo,2,1
607,52,TostÃ£o,3,1
607,70,Cubillas,3,2
607,75,Jairzinho,4,2
608,31,Mullery,0,1
608,49,Peters,0,2
608,68,Beckenbauer,1,2
608,82,Seeler,2,2
608,108,MÃ¼ller,3,2
609,19,Cubilla,0,1
609,44,Clodoaldo,1,1
609,76,Jairzinho,2,1
609,89,Rivelino,3,1
610,8,Boninsegna,1,0
610,90+,Schnellinger,1,1
610,94,MÃ¼ller,1,2
610,98,Burgnich,2,2
610,104,Riva,3,2
610,110,MÃ¼ller,3,3
610,111,Rivera,4,3
611,26,Overath,1,0
612,18,PelÃ©,1,0
612,37,Boninsegna,1,1
612,66,GÃ©rson,2,1
612,71,Jairzinho,3,1
612,86,Carlos Alberto,4,1
613,55,Tshabalala,1,0
613,79,MÃ¡rquez,1,1
615,7,Lee Jung-soo,1,0
615,52,Park Ji-sung,2,0
616,6,Heinze,1,0
617,4,Gerrard,1,0
617,40,Dempsey,1,1
618,79,Koren,0,1
619,85,Gyan [p.],0,1
620,8,Podolski,1,0
620,26,Klose,2,0
620,68,MÃ¼ller,3,0
620,70,Cacau,4,0
621,46,Agger [o.g.],1,0
621,85,Kuijt,2,0
622,39,Honda,1,0
623,39,Alcaraz,0,1
623,63,De Rossi,1,1
624,50,Vittek,0,1
624,90+,Reid,1,1
626,55,Maicon,1,0
626,72,Elano,2,0
626,89,Ji Yoon-nam,2,1
627,34,Beausejour,0,1
628,52,Fernandes,0,1
629,24,ForlÃ¡n,0,1
629,80,ForlÃ¡n [p.],0,2
629,90+,Ã. Pereira,0,3
630,17,Park Joo-young [o.g.],1,0
630,33,HiguaÃ­n,2,0
630,45+,Lee Chung-yong,2,1
630,76,HiguaÃ­n,3,1
630,80,HiguaÃ­n,4,1
631,16,Uche,0,1
631,44,Salpingidis,1,1
631,71,Torosidis,2,1
632,64,HernÃ¡ndez,0,1
632,79,Blanco [p.],0,2
633,38,JovanoviÄ,0,1
634,13,Birsa,1,0
634,42,LjubijankiÄ,2,0
634,48,Donovan,2,1
634,82,Bradley,2,2
636,53,Sneijder,1,0
637,11,Holman,0,1
637,25,Gyan [p.],1,1
638,10,Etoâo,1,0
638,33,Bendtner,1,1
638,61,Rommedahl,1,2
639,27,Vera,0,1
639,86,Riveros,0,2
640,7,Smeltz,0,1
640,29,Iaquinta [p.],1,1
641,25,LuÃ­s Fabiano,1,0
641,50,LuÃ­s Fabiano,2,0
641,62,Elano,3,0
641,79,Drogba,3,1
642,29,Raul Meireles,1,0
642,53,SimÃ£o,2,0
642,56,Hugo Almeida,3,0
642,60,Tiago,4,0
642,81,LiÃ©dson,5,0
642,87,Cristiano Ronaldo,6,0
642,89,Tiago,7,0
643,75,Mark GonzÃ¡lez,1,0
644,17,Villa,1,0
644,51,Villa,2,0
645,43,SuÃ¡rez,0,1
646,20,Khumalo,0,1
646,37,Mphela,0,2
646,70,Malouda,1,2
647,12,Uche,1,0
647,38,Lee Jung-soo,1,1
647,49,Park Joo-young,1,2
647,69,Yakubu [p.],2,2
648,77,Demichelis,0,1
648,89,Palermo,0,2
649,23,Defoe,0,1
650,90+,Donovan,1,0
651,60,Ãzil,0,1
652,69,Cahill,1,0
652,73,Holman,2,0
652,84,PanteliÄ,2,1
653,25,Vittek,1,0
653,73,Vittek,2,0
653,81,Di Natale,2,1
653,89,KopÃºnek,3,1
653,90+,Quagliarella,3,2
655,17,Honda,0,1
655,30,Endo,0,2
655,81,Tomasson,1,2
655,87,Okazaki,1,3
656,36,Van Persie,0,1
656,65,Etoâo [p.],1,1
656,83,Huntelaar,1,2
658,14,Yaya TourÃ©,0,1
658,20,Romaric,0,2
658,82,Kalou,0,3
659,24,Villa,0,1
659,37,Iniesta,0,2
659,47,Millar,1,2
661,8,SuÃ¡rez,1,0
661,68,Lee Chung-yong,1,1
661,80,SuÃ¡rez,2,1
662,5,Prince Boateng,0,1
662,62,Donovan [p.],1,1
662,93,Gyan,1,2
663,20,Klose,1,0
663,32,Podolski,2,0
663,37,Upson,2,1
663,67,MÃ¼ller,3,1
663,70,MÃ¼ller,4,1
664,26,TÃ©vez,1,0
664,33,HiguaÃ­n,2,0
664,52,TÃ©vez,3,0
664,71,HernÃ¡ndez,3,1
665,18,Robben,1,0
665,84,Sneijder,2,0
665,90+,Vittek [p.],2,1
666,35,Juan,1,0
666,38,LuÃ­s Fabiano,2,0
666,59,Robinho,3,0
668,63,Villa,1,0
669,10,Robinho,0,1
669,53,Sneijder,1,1
669,68,Sneijder,2,1
670,45+,Muntari,0,1
670,55,ForlÃ¡n,1,1
671,3,MÃ¼ller,0,1
671,68,Klose,0,2
671,74,Friedrich,0,3
671,89,Klose,0,4
672,83,Villa,0,1
673,18,Van Bronckhorst,0,1
673,41,ForlÃ¡n,1,1
673,70,Sneijder,1,2
673,73,Robben,1,3
673,90+,M. Pereira,2,3
674,73,Puyol,0,1
675,19,MÃ¼ller,0,1
675,28,Cavani,1,1
675,51,ForlÃ¡n,2,1
675,56,Jansen,2,2
675,82,Khedira,2,3
676,116,Iniesta,1,0
677,19,Zuluaga [p.],0,1
677,56,L. Cubilla,1,1
677,75,SasÃ­a,2,1
678,6,WÃ¼thrich,0,1
678,44,L. SÃ¡nchez,1,1
678,51,RamÃ­rez,2,1
678,55,L. SÃ¡nchez,3,1
679,56,Zagallo,1,0
679,73,PelÃ©,2,0
680,4,Facundo,1,0
681,51,Ivanov,1,0
681,83,Ponedelânik,2,0
683,80,Å tibrÃ¡nyi,1,0
684,17,Tichy,1,0
684,60,Flowers [p.],1,1
684,71,Albert,2,1
685,19,Cabrera,0,1
685,25,Skoblar [p.],1,1
685,29,GaliÄ,2,1
685,49,JerkoviÄ,3,1
686,73,RamÃ­rez,1,0
686,87,Toro,2,0
688,17,Flowers [p.],1,0
688,42,Charlton,2,0
688,67,Greaves,3,0
688,81,Sanfilippo,3,1
689,8,Ivanov,1,0
689,10,Chislenko,2,0
689,11,Ivanov,3,0
689,21,Aceros,3,1
689,56,Ponedelânik,4,1
689,68,Coll,4,2
689,72,Rada,4,3
689,76,Klinger,4,4
690,45,BrÃ¼lls,1,0
690,59,Seeler,2,0
690,73,Schneiter,2,1
691,90,PeirÃ³,1,0
692,1,Albert,1,0
692,6,Albert,2,0
692,8,Tichy,3,0
692,12,Solymosi,4,0
692,53,Albert,5,0
692,64,Sokolov,5,1
692,70,Tichy,6,1
693,38,Mamykin,1,0
693,54,SasÃ­a,1,1
693,89,Ivanov,2,1
694,21,Szymaniak [p.],1,0
694,82,Seeler,2,0
695,35,Adelardo,0,1
695,72,Amarildo,1,1
695,86,Amarildo,2,1
697,20,GaliÄ,1,0
697,25,JerkoviÄ,2,0
697,51,GaliÄ,3,0
697,82,MeliÄ,4,0
697,87,JerkoviÄ,5,0
698,1,Mora,1,0
698,65,Bulgarelli,2,0
698,67,Bulgarelli,3,0
699,1,MaÅ¡ek,0,1
699,12,DÃ­az,1,1
699,29,Del Ãguila,2,1
699,90,H. HernÃ¡ndez [p.],3,1
701,11,L. SÃ¡nchez,1,0
701,26,Chislenko,1,1
701,29,Rojas,2,1
702,85,RadakoviÄ,1,0
703,31,Garrincha,1,0
703,38,Hitchens,1,1
703,53,VavÃ¡,2,1
703,59,Garrincha,3,1
704,13,Scherer,1,0
705,9,Garrincha,1,0
705,32,Garrincha,2,0
705,42,Toro,2,1
705,47,VavÃ¡,3,1
705,61,L. SÃ¡nchez [p.],3,2
705,78,VavÃ¡,4,2
706,48,Kadraba,1,0
706,69,JerkoviÄ,1,1
706,80,Scherer,2,1
706,84,Scherer [p.],3,1
707,90,Rojas,1,0
708,15,Masopust,0,1
708,17,Amarildo,1,1
708,69,Zito,2,1
708,78,VavÃ¡,3,1
710,18,Breitner,1,0
711,58,Curran [o.g.],1,0
711,72,Streich,2,0
712,26,Lorimer,0,1
712,34,Jordan,0,2
714,9,Rep,0,1
714,86,Rep,0,2
715,46,Sanon,0,1
715,52,Rivera,1,1
715,66,Benetti,2,1
715,79,Anastasi,3,1
716,7,Lato,1,0
716,8,Szarmach,2,0
716,60,Heredia,2,1
716,62,Lato,3,1
716,66,Babington,3,2
717,12,Overath,0,1
717,34,Cullmann,0,2
717,53,MÃ¼ller,0,3
718,55,Hoffmann,0,1
718,69,Ahumada,1,1
719,8,BajeviÄ,1,0
719,14,DÅ¾ajiÄ,2,0
719,18,Å urjak,3,0
719,22,Katalinski,4,0
719,30,BajeviÄ,5,0
719,35,BogiÄeviÄ,6,0
719,61,Oblak,7,0
719,65,PetkoviÄ,8,0
719,81,BajeviÄ,9,0
722,75,Bonev,1,0
722,87,Pavoni,1,1
723,17,Lato,0,1
723,18,Deyna,0,2
723,30,Szarmach,0,3
723,31,GorgoÅ,0,4
723,34,Szarmach,0,5
723,50,Szarmach,0,6
723,87,Lato,0,7
724,19,Houseman,1,0
724,35,Perfumo [o.g.],1,1
726,12,Jairzinho,0,1
726,66,Rivelino,0,2
726,79,Valdomiro,0,3
727,81,Karasi,0,1
727,88,Jordan,1,1
728,77,Sparwasser,1,0
729,5,Neeskens [p.],0,1
729,45,Neeskens [p.],0,2
729,71,Rep,0,3
729,78,Krol [o.g.],1,3
729,88,De Jong,1,4
730,46,EdstrÃ¶m,1,0
730,74,Sandberg,2,0
730,77,EdstrÃ¶m,3,0
731,15,Yazalde,1,0
731,18,Houseman,2,0
731,55,Ayala,3,0
731,63,Sanon,3,1
731,68,Yazalde,4,1
732,38,Szarmach,1,0
732,45,Deyna,2,0
732,86,Capello,2,1
733,39,Breitner,0,1
733,82,MÃ¼ller,0,2
734,10,Cruijff,1,0
734,25,Krol,2,0
734,73,Rep,3,0
734,90+,Cruijff,4,0
735,60,Rivelino,1,0
736,43,Lato,0,1
737,7,Neeskens,0,1
737,59,Rensenbrink,0,2
738,32,Rivelino,0,1
738,35,Brindisi,1,1
